stage,checkpoint_episode,rollout_id,step,row,col,action,reward,cumulative_reward,has_shield,event
mid,80,1,36,2,1,UP,-1.5,-46.0,True,
mid,80,1,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,1,38,2,1,UP,-1.5,-49.0,True,
mid,80,1,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,1,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,2,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,2,2,2,1,UP,-0.5,4.0,True,
mid,80,2,3,1,1,DOWN,-0.5,3.5,True,
mid,80,2,4,2,1,UP,-1.5,2.0,True,
mid,80,2,5,1,1,DOWN,-1.5,0.5,True,
mid,80,2,6,2,1,UP,-1.5,-1.0,True,
mid,80,2,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,2,8,2,1,UP,-1.5,-4.0,True,
mid,80,2,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,2,10,2,1,UP,-1.5,-7.0,True,
mid,80,2,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,2,12,2,1,UP,-1.5,-10.0,True,
mid,80,2,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,2,14,2,1,UP,-1.5,-13.0,True,
mid,80,2,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,2,16,2,1,UP,-1.5,-16.0,True,
mid,80,2,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,2,18,2,1,UP,-1.5,-19.0,True,
mid,80,2,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,2,20,2,1,UP,-1.5,-22.0,True,
mid,80,2,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,2,22,2,1,UP,-1.5,-25.0,True,
mid,80,2,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,2,24,2,1,UP,-1.5,-28.0,True,
mid,80,2,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,2,26,2,1,UP,-1.5,-31.0,True,
mid,80,2,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,2,28,2,1,UP,-1.5,-34.0,True,
mid,80,2,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,2,30,2,1,UP,-1.5,-37.0,True,
mid,80,2,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,2,32,2,1,UP,-1.5,-40.0,True,
mid,80,2,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,2,34,2,1,UP,-1.5,-43.0,True,
mid,80,2,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,2,36,2,1,UP,-1.5,-46.0,True,
mid,80,2,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,2,38,2,1,UP,-1.5,-49.0,True,
mid,80,2,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,2,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,3,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,3,2,2,1,UP,-0.5,4.0,True,
mid,80,3,3,1,1,DOWN,-0.5,3.5,True,
mid,80,3,4,2,1,UP,-1.5,2.0,True,
mid,80,3,5,1,1,DOWN,-1.5,0.5,True,
mid,80,3,6,2,1,UP,-1.5,-1.0,True,
mid,80,3,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,3,8,2,1,UP,-1.5,-4.0,True,
mid,80,3,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,3,10,2,1,UP,-1.5,-7.0,True,
mid,80,3,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,3,12,2,1,UP,-1.5,-10.0,True,
mid,80,3,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,3,14,2,1,UP,-1.5,-13.0,True,
mid,80,3,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,3,16,2,1,UP,-1.5,-16.0,True,
mid,80,3,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,3,18,2,1,UP,-1.5,-19.0,True,
mid,80,3,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,3,20,2,1,UP,-1.5,-22.0,True,
mid,80,3,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,3,22,2,1,UP,-1.5,-25.0,True,
mid,80,3,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,3,24,2,1,UP,-1.5,-28.0,True,
mid,80,3,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,3,26,2,1,UP,-1.5,-31.0,True,
mid,80,3,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,3,28,2,1,UP,-1.5,-34.0,True,
mid,80,3,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,3,30,2,1,UP,-1.5,-37.0,True,
mid,80,3,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,3,32,2,1,UP,-1.5,-40.0,True,
mid,80,3,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,3,34,2,1,UP,-1.5,-43.0,True,
mid,80,3,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,3,36,2,1,UP,-1.5,-46.0,True,
mid,80,3,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,3,38,2,1,UP,-1.5,-49.0,True,
mid,80,3,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,3,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,4,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,4,2,2,1,UP,-0.5,4.0,True,
mid,80,4,3,1,1,DOWN,-0.5,3.5,True,
mid,80,4,4,2,1,UP,-1.5,2.0,True,
mid,80,4,5,1,1,DOWN,-1.5,0.5,True,
mid,80,4,6,2,1,UP,-1.5,-1.0,True,
mid,80,4,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,4,8,2,1,UP,-1.5,-4.0,True,
mid,80,4,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,4,10,2,1,UP,-1.5,-7.0,True,
mid,80,4,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,4,12,2,1,UP,-1.5,-10.0,True,
mid,80,4,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,4,14,2,1,UP,-1.5,-13.0,True,
mid,80,4,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,4,16,2,1,UP,-1.5,-16.0,True,
mid,80,4,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,4,18,2,1,UP,-1.5,-19.0,True,
mid,80,4,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,4,20,2,1,UP,-1.5,-22.0,True,
mid,80,4,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,4,22,2,1,UP,-1.5,-25.0,True,
mid,80,4,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,4,24,2,1,UP,-1.5,-28.0,True,
mid,80,4,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,4,26,2,1,UP,-1.5,-31.0,True,
mid,80,4,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,4,28,2,1,UP,-1.5,-34.0,True,
mid,80,4,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,4,30,2,1,UP,-1.5,-37.0,True,
mid,80,4,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,4,32,2,1,UP,-1.5,-40.0,True,
mid,80,4,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,4,34,2,1,UP,-1.5,-43.0,True,
mid,80,4,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,4,36,2,1,UP,-1.5,-46.0,True,
mid,80,4,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,4,38,2,1,UP,-1.5,-49.0,True,
mid,80,4,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,4,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,5,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,5,2,2,1,UP,-0.5,4.0,True,
mid,80,5,3,1,1,DOWN,-0.5,3.5,True,
mid,80,5,4,2,1,UP,-1.5,2.0,True,
mid,80,5,5,1,1,DOWN,-1.5,0.5,True,
mid,80,5,6,2,1,UP,-1.5,-1.0,True,
mid,80,5,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,5,8,2,1,UP,-1.5,-4.0,True,
mid,80,5,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,5,10,2,1,UP,-1.5,-7.0,True,
mid,80,5,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,5,12,2,1,UP,-1.5,-10.0,True,
mid,80,5,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,5,14,2,1,UP,-1.5,-13.0,True,
mid,80,5,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,5,16,2,1,UP,-1.5,-16.0,True,
mid,80,5,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,5,18,2,1,UP,-1.5,-19.0,True,
mid,80,5,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,5,20,2,1,UP,-1.5,-22.0,True,
mid,80,5,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,5,22,2,1,UP,-1.5,-25.0,True,
mid,80,5,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,5,24,2,1,UP,-1.5,-28.0,True,
mid,80,5,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,5,26,2,1,UP,-1.5,-31.0,True,
mid,80,5,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,5,28,2,1,UP,-1.5,-34.0,True,
mid,80,5,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,5,30,2,1,UP,-1.5,-37.0,True,
mid,80,5,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,5,32,2,1,UP,-1.5,-40.0,True,
mid,80,5,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,5,34,2,1,UP,-1.5,-43.0,True,
mid,80,5,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,5,36,2,1,UP,-1.5,-46.0,True,
mid,80,5,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,5,38,2,1,UP,-1.5,-49.0,True,
mid,80,5,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,5,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,6,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,6,2,2,1,UP,-0.5,4.0,True,
mid,80,6,3,1,1,DOWN,-0.5,3.5,True,
mid,80,6,4,2,1,UP,-1.5,2.0,True,
mid,80,6,5,1,1,DOWN,-1.5,0.5,True,
mid,80,6,6,2,1,UP,-1.5,-1.0,True,
mid,80,6,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,6,8,2,1,UP,-1.5,-4.0,True,
mid,80,6,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,6,10,2,1,UP,-1.5,-7.0,True,
mid,80,6,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,6,12,2,1,UP,-1.5,-10.0,True,
mid,80,6,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,6,14,2,1,UP,-1.5,-13.0,True,
mid,80,6,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,6,16,2,1,UP,-1.5,-16.0,True,
mid,80,6,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,6,18,2,1,UP,-1.5,-19.0,True,
mid,80,6,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,6,20,2,1,UP,-1.5,-22.0,True,
mid,80,6,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,6,22,2,1,UP,-1.5,-25.0,True,
mid,80,6,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,6,24,2,1,UP,-1.5,-28.0,True,
mid,80,6,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,6,26,2,1,UP,-1.5,-31.0,True,
mid,80,6,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,6,28,2,1,UP,-1.5,-34.0,True,
mid,80,6,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,6,30,2,1,UP,-1.5,-37.0,True,
mid,80,6,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,6,32,2,1,UP,-1.5,-40.0,True,
mid,80,6,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,6,34,2,1,UP,-1.5,-43.0,True,
mid,80,6,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,6,36,2,1,UP,-1.5,-46.0,True,
mid,80,6,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,6,38,2,1,UP,-1.5,-49.0,True,
mid,80,6,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,6,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,7,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,7,2,2,1,UP,-0.5,4.0,True,
mid,80,7,3,1,1,DOWN,-0.5,3.5,True,
mid,80,7,4,2,1,UP,-1.5,2.0,True,
mid,80,7,5,1,1,DOWN,-1.5,0.5,True,
mid,80,7,6,2,1,UP,-1.5,-1.0,True,
mid,80,7,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,7,8,2,1,UP,-1.5,-4.0,True,
mid,80,7,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,7,10,2,1,UP,-1.5,-7.0,True,
mid,80,7,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,7,12,2,1,UP,-1.5,-10.0,True,
mid,80,7,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,7,14,2,1,UP,-1.5,-13.0,True,
mid,80,7,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,7,16,2,1,UP,-1.5,-16.0,True,
mid,80,7,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,7,18,2,1,UP,-1.5,-19.0,True,
mid,80,7,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,7,20,2,1,UP,-1.5,-22.0,True,
mid,80,7,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,7,22,2,1,UP,-1.5,-25.0,True,
mid,80,7,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,7,24,2,1,UP,-1.5,-28.0,True,
mid,80,7,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,7,26,2,1,UP,-1.5,-31.0,True,
mid,80,7,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,7,28,2,1,UP,-1.5,-34.0,True,
mid,80,7,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,7,30,2,1,UP,-1.5,-37.0,True,
mid,80,7,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,7,32,2,1,UP,-1.5,-40.0,True,
mid,80,7,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,7,34,2,1,UP,-1.5,-43.0,True,
mid,80,7,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,7,36,2,1,UP,-1.5,-46.0,True,
mid,80,7,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,7,38,2,1,UP,-1.5,-49.0,True,
mid,80,7,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,7,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,8,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,8,2,2,1,UP,-0.5,4.0,True,
mid,80,8,3,1,1,DOWN,-0.5,3.5,True,
mid,80,8,4,2,1,UP,-1.5,2.0,True,
mid,80,8,5,1,1,DOWN,-1.5,0.5,True,
mid,80,8,6,2,1,UP,-1.5,-1.0,True,
mid,80,8,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,8,8,2,1,UP,-1.5,-4.0,True,
mid,80,8,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,8,10,2,1,UP,-1.5,-7.0,True,
mid,80,8,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,8,12,2,1,UP,-1.5,-10.0,True,
mid,80,8,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,8,14,2,1,UP,-1.5,-13.0,True,
mid,80,8,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,8,16,2,1,UP,-1.5,-16.0,True,
mid,80,8,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,8,18,2,1,UP,-1.5,-19.0,True,
mid,80,8,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,8,20,2,1,UP,-1.5,-22.0,True,
mid,80,8,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,8,22,2,1,UP,-1.5,-25.0,True,
mid,80,8,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,8,24,2,1,UP,-1.5,-28.0,True,
mid,80,8,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,8,26,2,1,UP,-1.5,-31.0,True,
mid,80,8,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,8,28,2,1,UP,-1.5,-34.0,True,
mid,80,8,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,8,30,2,1,UP,-1.5,-37.0,True,
mid,80,8,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,8,32,2,1,UP,-1.5,-40.0,True,
mid,80,8,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,8,34,2,1,UP,-1.5,-43.0,True,
mid,80,8,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,8,36,2,1,UP,-1.5,-46.0,True,
mid,80,8,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,8,38,2,1,UP,-1.5,-49.0,True,
mid,80,8,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,8,40,2,1,UP,-51.5,-102.0,True,timeout
mid,80,9,1,1,1,DOWN,4.5,4.5,False,shield_pickup
mid,80,9,2,2,1,UP,-0.5,4.0,True,
mid,80,9,3,1,1,DOWN,-0.5,3.5,True,
mid,80,9,4,2,1,UP,-1.5,2.0,True,
mid,80,9,5,1,1,DOWN,-1.5,0.5,True,
mid,80,9,6,2,1,UP,-1.5,-1.0,True,
mid,80,9,7,1,1,DOWN,-1.5,-2.5,True,
mid,80,9,8,2,1,UP,-1.5,-4.0,True,
mid,80,9,9,1,1,DOWN,-1.5,-5.5,True,
mid,80,9,10,2,1,UP,-1.5,-7.0,True,
mid,80,9,11,1,1,DOWN,-1.5,-8.5,True,
mid,80,9,12,2,1,UP,-1.5,-10.0,True,
mid,80,9,13,1,1,DOWN,-1.5,-11.5,True,
mid,80,9,14,2,1,UP,-1.5,-13.0,True,
mid,80,9,15,1,1,DOWN,-1.5,-14.5,True,
mid,80,9,16,2,1,UP,-1.5,-16.0,True,
mid,80,9,17,1,1,DOWN,-1.5,-17.5,True,
mid,80,9,18,2,1,UP,-1.5,-19.0,True,
mid,80,9,19,1,1,DOWN,-1.5,-20.5,True,
mid,80,9,20,2,1,UP,-1.5,-22.0,True,
mid,80,9,21,1,1,DOWN,-1.5,-23.5,True,
mid,80,9,22,2,1,UP,-1.5,-25.0,True,
mid,80,9,23,1,1,DOWN,-1.5,-26.5,True,
mid,80,9,24,2,1,UP,-1.5,-28.0,True,
mid,80,9,25,1,1,DOWN,-1.5,-29.5,True,
mid,80,9,26,2,1,UP,-1.5,-31.0,True,
mid,80,9,27,1,1,DOWN,-1.5,-32.5,True,
mid,80,9,28,2,1,UP,-1.5,-34.0,True,
mid,80,9,29,1,1,DOWN,-1.5,-35.5,True,
mid,80,9,30,2,1,UP,-1.5,-37.0,True,
mid,80,9,31,1,1,DOWN,-1.5,-38.5,True,
mid,80,9,32,2,1,UP,-1.5,-40.0,True,
mid,80,9,33,1,1,DOWN,-1.5,-41.5,True,
mid,80,9,34,2,1,UP,-1.5,-43.0,True,
mid,80,9,35,1,1,DOWN,-1.5,-44.5,True,
mid,80,9,36,2,1,UP,-1.5,-46.0,True,
mid,80,9,37,1,1,DOWN,-1.5,-47.5,True,
mid,80,9,38,2,1,UP,-1.5,-49.0,True,
mid,80,9,39,1,1,DOWN,-1.5,-50.5,True,
mid,80,9,40,2,1,UP,-51.5,-102.0,True,timeout
late,100,0,1,1,1,DOWN,4.5,4.5,False,shield_pickup
late,100,0,2,2,1,UP,-0.5,4.0,True,
late,100,0,3,1,1,DOWN,-0.5,3.5,True,
late,100,0,4,2,1,UP,-1.5,2.0,True,
late,100,0,5,1,1,DOWN,-1.5,0.5,True,
late,100,0,6,2,1,UP,-1.5,-1.0,True,
late,100,0,7,1,1,DOWN,-1.5,-2.5,True,
late,100,0,8,2,1,UP,-1.5,-4.0,True,
late,100,0,9,1,1,DOWN,-1.5,-5.5,True,
late,100,0,10,2,1,UP,-1.5,-7.0,True,
late,100,0,11,1,1,DOWN,-1.5,-8.5,True,
late,100,0,12,2,1,UP,-1.5,-10.0,True,
late,100,0,13,1,1,DOWN,-1.5,-11.5,True,
late,100,0,14,2,1,UP,-1.5,-13.0,True,
late,100,0,15,1,1,DOWN,-1.5,-14.5,True,
late,100,0,16,2,1,UP,-1.5,-16.0,True,
late,100,0,17,1,1,DOWN,-1.5,-17.5,True,
late,100,0,18,2,1,UP,-1.5,-19.0,True,
late,100,0,19,1,1,DOWN,-1.5,-20.5,True,
late,100,0,20,2,1,UP,-1.5,-22.0,True,
late,100,0,21,1,1,DOWN,-1.5,-23.5,True,
late,100,0,22,2,1,UP,-1.5,-25.0,True,
late,100,0,23,1,1,DOWN,-1.5,-26.5,True,
late,100,0,24,2,1,UP,-1.5,-28.0,True,
late,100,0,25,1,1,DOWN,-1.5,-29.5,True,
late,100,0,26,2,1,UP,-1.5,-31.0,True,
late,100,0,27,1,1,DOWN,-1.5,-32.5,True,
late,100,0,28,2,1,UP,-1.5,-34.0,True,
late,100,0,29,1,1,DOWN,-1.5,-35.5,True,
late,100,0,30,2,1,UP,-1.5,-37.0,True,
late,100,0,31,1,1,DOWN,-1.5,-38.5,True,
late,100,0,32,2,1,UP,-1.5,-40.0,True,
late,100,0,33,1,1,DOWN,-1.5,-41.5,True,
late,100,0,34,2,1,UP,-1.5,-43.0,True,
late,100,0,35,1,1,DOWN,-1.5,-44.5,True,
late,100,0,36,2,1,UP,-1.5,-46.0,True,
late,100,0,37,1,1,DOWN,-1.5,-47.5,True,
late,100,0,38,2,1,UP,-1.5,-49.0,True,
late,100,0,39,1,1,DOWN,-1.5,-50.5,True,
late,100,0,40,2,1,UP,-51.5,-102.0,True,timeout
late,100,1,1,1,1,DOWN,4.5,4.5,False,shield_pickup
late,100,1,2,2,1,UP,-0.5,4.0,True,
late,100,1,3,1,1,DOWN,-0.5,3.5,True,
late,100,1,4,2,1,UP,-1.5,2.0,True,
late,100,1,5,1,1,DOWN,-1.5,0.5,True,
late,100,1,6,2,1,UP,-1.5,-1.0,True,
late,100,1,7,1,1,DOWN,-1.5,-2.5,True,
late,100,1,8,2,1,UP,-1.5,-4.0,True,
late,100,1,9,1,1,DOWN,-1.5,-5.5,True,
late,100,1,10,2,1,UP,-1.5,-7.0,True,
late,100,1,11,1,1,DOWN,-1.5,-8.5,True,
late,100,1,12,2,1,UP,-1.5,-10.0,True,
late,100,1,13,1,1,DOWN,-1.5,-11.5,True,
late,100,1,14,2,1,UP,-1.5,-13.0,True,
late,100,1,15,1,1,DOWN,-1.5,-14.5,True,
late,100,1,16,2,1,UP,-1.5,-16.0,True,
late,100,1,17,1,1,DOWN,-1.5,-17.5,True,
late,100,1,18,2,1,UP,-1.5,-19.0,True,
late,100,1,19,1,1,DOWN,-1.5,-20.5,True,
late,100,1,20,2,1,UP,-1.5,-22.0,True,
late,100,1,21,1,1,DOWN,-1.5,-23.5,True,
late,100,1,22,2,1,UP,-1.5,-25.0,True,
late,100,1,23,1,1,DOWN,-1.5,-26.5,True,
late,100,1,24,2,1,UP,-1.5,-28.0,True,
late,100,1,25,1,1,DOWN,-1.5,-29.5,True,
late,100,1,26,2,1,UP,-1.5,-31.0,True,
late,100,1,27,1,1,DOWN,-1.5,-32.5,True,
late,100,1,28,2,1,UP,-1.5,-34.0,True,
late,100,1,29,1,1,DOWN,-1.5,-35.5,True,
late,100,1,30,2,1,UP,-1.5,-37.0,True,
late,100,1,31,1,1,DOWN,-1.5,-38.5,True,
late,100,1,32,2,1,UP,-1.5,-40.0,True,
late,100,1,33,1,1,DOWN,-1.5,-41.5,True,
late,100,1,34,2,1,UP,-1.5,-43.0,True,
late,100,1,35,1,1,DOWN,-1.5,-44.5,True,
late,100,1,36,2,1,UP,-1.5,-46.0,True,
late,100,1,37,1,1,DOWN,-1.5,-47.5,True,
late,100,1,38,2,1,UP,-1.5,-49.0,True,
late,100,1,39,1,1,DOWN,-1.5,-50.5,True,
late,100,1,40,2,1,UP,-51.5,-102.0,True,timeout
late,100,2,1,1,1,DOWN,4.5,4.5,False,shield_pickup
late,100,2,2,2,1,UP,-0.5,4.0,True,
late,100,2,3,1,1,DOWN,-0.5,3.5,True,
late,100,2,4,2,1,UP,-1.5,2.0,True,
late,100,2,5,1,1,DOWN,-1.5,0.5,True,
late,100,2,6,2,1,UP,-1.5,-1.0,True,
late,100,2,7,1,1,DOWN,-1.5,-2.5,True,
late,100,2,8,2,1,UP,-1.5,-4.0,True,
late,100,2,9,1,1,DOWN,-1.5,-5.5,True,
late,100,2,10,2,1,UP,-1.5,-7.0,True,
late,100,2,11,1,1,DOWN,-1.5,-8.5,True,
late,100,2,12,2,1,UP,-1.5,-10.0,True,
late,100,2,13,1,1,DOWN,-1.5,-11.5,True,
late,100,2,14,2,1,UP,-1.5,-13.0,True,
late,100,2,15,1,1,DOWN,-1.5,-14.5,True,
late,100,2,16,2,1,UP,-1.5,-16.0,True,
late,100,2,17,1,1,DOWN,-1.5,-17.5,True,
late,100,2,18,2,1,UP,-1.5,-19.0,True,
late,100,2,19,1,1,DOWN,-1.5,-20.5,True,
late,100,2,20,2,1,UP,-1.5,-22.0,True,
late,100,2,21,1,1,DOWN,-1.5,-23.5,True,
late,100,2,22,2,1,UP,-1.5,-25.0,True,
late,100,2,23,1,1,DOWN,-1.5,-26.5,True,
late,100,2,24,2,1,UP,-1.5,-28.0,True,
late,100,2,25,1,1,DOWN,-1.5,-29.5,True,
late,100,2,26,2,1,UP,-1.5,-31.0,True,
late,100,2,27,1,1,DOWN,-1.5,-32.5,True,
late,100,2,28,2,1,UP,-1.5,-34.0,True,
late,100,2,29,1,1,DOWN,-1.5,-35.5,True,
late,100,2,30,2,1,UP,-1.5,-37.0,True,
late,100,2,31,1,1,DOWN,-1.5,-38.5,True,
late,100,2,32,2,1,UP,-1.5,-40.0,True,
late,100,2,33,1,1,DOWN,-1.5,-41.5,True,
late,100,2,34,2,1,UP,-1.5,-43.0,True,
late,100,2,35,1,1,DOWN,-1.5,-44.5,True,
late,100,2,36,2,1,UP,-1.5,-46.0,True,
late,100,2,37,1,1,DOWN,-1.5,-47.5,True,
late,100,2,38,2,1,UP,-1.5,-49.0,True,
late,100,2,39,1,1,DOWN,-1.5,-50.5,True,
late,100,2,40,2,1,UP,-51.5,-102.0,True,timeout
late,100,3,1,1,1,DOWN,4.5,4.5,False,shield_pickup
late,100,3,2,2,1,UP,-0.5,4.0,True,
late,100,3,3,1,1,DOWN,-0.5,3.5,True,
late,100,3,4,2,1,UP,-1.5,2.0,True,
late,100,3,5,1,1,DOWN,-1.5,0.5,True,
late,100,3,6,2,1,UP,-1.5,-1.0,True,
late,100,3,7,1,1,DOWN,-1.5,-2.5,True,
late,100,3,8,2,1,UP,-1.5,-4.0,True,
late,100,3,9,1,1,DOWN,-1.5,-5.5,True,
late,100,3,10,2,1,UP,-1.5,-7.0,True,
late,100,3,11,1,1,DOWN,-1.5,-8.5,True,
late,100,3,12,2,1,UP,-1.5,-10.0,True,
late,100,3,13,1,1,DOWN,-1.5,-11.5,True,
late,100,3,14,2,1,UP,-1.5,-13.0,True,
late,100,3,15,1,1,DOWN,-1.5,-14.5,True,
late,100,3,16,2,1,UP,-1.5,-16.0,True,
late,100,3,17,1,1,DOWN,-1.5,-17.5,True,
late,100,3,18,2,1,UP,-1.5,-19.0,True,
late,100,3,19,1,1,DOWN,-1.5,-20.5,True,
late,100,3,20,2,1,UP,-1.5,-22.0,True,
late,100,3,21,1,1,DOWN,-1.5,-23.5,True,
late,100,3,22,2,1,UP,-1.5,-25.0,True,
late,100,3,23,1,1,DOWN,-1.5,-26.5,True,
